#./reports/reportfile_caches_r5large_2019-04-05_22h14m55s.txt
# 2019-04-05 22:14:55
# input type: [large]
# AppSize=[4, 16, 32, 64, 512, 1024, 1600, 2048, 2196, 2362, 2500, 2800, 3060, 3400, 3800, 4192, 5000, 6000, 7000, 8192, 9000, 10000, 12000, 16384, 18000, 20000, 22000, 24576, 29696, 32768, 35840, 37000, 40000, 50100, 60000, 62000, 65536, 68000, 70000, 75100, 100000, 131072, 160100, 190100, 229376, 262144, 300100, 400100, 500100, 524287, 524288, 524289, 600100, 750100, 786432, 917504, 996148, 1048576, 1101004, 1572864, 1966080, 2097152, 2228224, 2621440, 3145728, 4194304, 4718592, 5242880, 6291456, 7340032, 8388608, 16777216, 33554432, 67108864, 134217728]
# NumIterations=[67108864]
# RunType=[1, 16, 0]


# Added automatically by ccbench.py for the graphing code.
# The '@' sign lets the parser zero in on special notes to the grapher:
@NumDataPointsPerSet=[75]

App:[caches],NumThreads:[0],AppSize:[4],Time:[1.64762], TimeUnits:[Time Per Iteration (ns)],NumIterations:[671088640],RunType:[1]
App:[caches],NumThreads:[0],AppSize:[16],Time:[1.63946], TimeUnits:[Time Per Iteration (ns)],NumIterations:[671088640],RunType:[1]
App:[caches],NumThreads:[0],AppSize:[32],Time:[1.67454], TimeUnits:[Time Per Iteration (ns)],NumIterations:[603979776],RunType:[1]
App:[caches],NumThreads:[0],AppSize:[64],Time:[1.66213], TimeUnits:[Time Per Iteration (ns)],NumIterations:[603979776],RunType:[1]
App:[caches],NumThreads:[0],AppSize:[512],Time:[1.66039], TimeUnits:[Time Per Iteration (ns)],NumIterations:[603979776],RunType:[1]
App:[caches],NumThreads:[0],AppSize:[1024],Time:[1.67372], TimeUnits:[Time Per Iteration (ns)],NumIterations:[603979776],RunType:[1]
App:[caches],NumThreads:[0],AppSize:[1600],Time:[1.64258], TimeUnits:[Time Per Iteration (ns)],NumIterations:[671088640],RunType:[1]
App:[caches],NumThreads:[0],AppSize:[2048],Time:[1.68091], TimeUnits:[Time Per Iteration (ns)],NumIterations:[603979776],RunType:[1]
App:[caches],NumThreads:[0],AppSize:[2196],Time:[1.66843], TimeUnits:[Time Per Iteration (ns)],NumIterations:[603979776],RunType:[1]
App:[caches],NumThreads:[0],AppSize:[2362],Time:[1.66707], TimeUnits:[Time Per Iteration (ns)],NumIterations:[603979776],RunType:[1]
App:[caches],NumThreads:[0],AppSize:[2500],Time:[1.6825], TimeUnits:[Time Per Iteration (ns)],NumIterations:[603979776],RunType:[1]
App:[caches],NumThreads:[0],AppSize:[2800],Time:[1.65356], TimeUnits:[Time Per Iteration (ns)],NumIterations:[671088640],RunType:[1]
App:[caches],NumThreads:[0],AppSize:[3060],Time:[1.63928], TimeUnits:[Time Per Iteration (ns)],NumIterations:[671088640],RunType:[1]
App:[caches],NumThreads:[0],AppSize:[3400],Time:[1.63718], TimeUnits:[Time Per Iteration (ns)],NumIterations:[671088640],RunType:[1]
App:[caches],NumThreads:[0],AppSize:[3800],Time:[1.61447], TimeUnits:[Time Per Iteration (ns)],NumIterations:[671088640],RunType:[1]
App:[caches],NumThreads:[0],AppSize:[4192],Time:[1.61785], TimeUnits:[Time Per Iteration (ns)],NumIterations:[671088640],RunType:[1]
